show,date,first_name,last_name,gender,party
Fox News Sunday,1/4/09,Steny,Hoyer,m,Democrat
Meet the Press,1/4/09,Harry,Reid,m,Democrat
This Week,1/4/09,Richard,Durbin,m,Democrat
This Week,1/4/09,Mitch,McConnell,m,Republican
Face the Nation,1/11/09,Richard,Durbin,m,Democrat
Face the Nation,1/11/09,John,Boehner,m,Republican
Face the Nation,1/11/09,Roland,Burris,m,Democrat
Meet the Press,1/11/09,David,Bonior,m,Democrat
Meet the Press,1/11/09,Maxine,Waters,f,Democrat
This Week,1/11/09,Barack,Obama,m,Democrat
Fox News Sunday,1/18/09,Nancy,Pelosi,f,Democrat
Meet the Press,1/18/09,Rahm,Emanuel,m,Democrat
State of the Union,1/18/09,Barack,Obama,m,Democrat
Face the Nation,1/25/09,Joseph,Biden,m,Democrat
Fox News Sunday,1/25/09,John,McCain,m,Republican
Fox News Sunday,1/25/09,Charles,Schumer,m,Democrat
Meet the Press,1/25/09,John,Boehner,m,Republican
State of the Union,1/25/09,Lindsey,Graham,m,Republican
This Week,1/25/09,Nancy,Pelosi,f,Democrat
Face the Nation,2/1/09,Mitch,McConnell,m,Republican
Face the Nation,2/1/09,Charles,Schumer,m,Democrat
Fox News Sunday,2/1/09,Richard,Durbin,m,Democrat
Fox News Sunday,2/1/09,Jon,Kyl,m,Republican
Meet the Press,2/1/09,John,Kerry,m,Democrat
Meet the Press,2/1/09,Kay,Hutchison,f,Republican
State of the Union,2/1/09,Ben,Nelson,m,Democrat
State of the Union,2/1/09,Susan,Collins,f,Republican
This Week,2/1/09,Jim,DeMint,m,Republican
This Week,2/1/09,Barney,Frank,m,Democrat
Face the Nation,2/8/09,Kent,Conrad,m,Democrat
Face the Nation,2/8/09,John,McCain,m,Republican
Fox News Sunday,2/8/09,John,Cornyn,m,Republican
Meet the Press,2/8/09,Barney,Frank,m,Democrat
Meet the Press,2/8/09,Mike,Pence,m,Republican
Meet the Press,2/8/09,John,Ensign,m,Republican
Meet the Press,2/8/09,Claire,McCaskill,f,Democrat
State of the Union,2/8/09,Charles,Schumer,m,Democrat
State of the Union,2/8/09,Ray,LaHood,m,Republican
State of the Union,2/8/09,Richard,Shelby,m,Republican
Face the Nation,2/15/09,Barney,Frank,m,Democrat
Face the Nation,2/15/09,Richard,Shelby,m,Republican
State of the Union,2/15/09,Aaron,Schock,m,Republican
State of the Union,2/15/09,John,McCain,m,Republican
This Week,2/15/09,Maxine,Waters,f,Democrat
This Week,2/15/09,Peter,King,m,Republican
This Week,2/15/09,Charles,Schumer,m,Democrat
This Week,2/15/09,Lindsey,Graham,m,Republican
Face the Nation,2/22/09,Ted,Strickland,m,Democrat
Face the Nation,2/22/09,Jon,Corzine,m,Democrat
Meet the Press,2/22/09,Charlie,Crist,m,Democrat
Meet the Press,2/22/09,Bobby,Jindal,m,Republican
State of the Union,2/22/09,Mitch,McConnell,m,Republican
Face the Nation,3/1/09,Rahm,Emanuel,m,Democrat
Fox News Sunday,3/1/09,Paul,Ryan,m,Republican
Fox News Sunday,3/1/09,Jon,Kyl,m,Republican
Meet the Press,3/1/09,Harold,Ford,m,Democrat
Meet the Press,3/1/09,Harold,Ford,m,Democrat
Meet the Press,3/1/09,Joe,Scarborough,m,Republican
State of the Union,3/1/09,Tom,Price,m,Republican
State of the Union,3/1/09,Peter,DeFazio,m,Democrat
State of the Union,3/1/09,Neil,Abercrombie,m,Democrat
This Week,3/1/09,Eric,Cantor,m,Republican
Face the Nation,3/8/09,John,Boehner,m,Republican
Fox News Sunday,3/8/09,John,McCain,m,Republican
Meet the Press,3/8/09,Charles,Schumer,m,Democrat
Meet the Press,3/8/09,Lindsey,Graham,m,Republican
State of the Union,3/8/09,Eric,Cantor,m,Republican
This Week,3/8/09,Evan,Bayh,m,Democrat
This Week,3/8/09,Richard,Shelby,m,Republican
This Week,3/8/09,Claire,McCaskill,f,Democrat
Fox News Sunday,3/15/09,Barney,Frank,m,Democrat
Fox News Sunday,3/15/09,Bob,Corker,m,Republican
Meet the Press,3/15/09,Eric,Cantor,m,Republican
State of the Union,3/15/09,Joe,Sestak,m,Democrat
This Week,3/15/09,Mitch,McConnell,m,Republican
Face the Nation,3/22/09,Charles,Grassley,m,Republican
Face the Nation,3/22/09,Barney,Frank,m,Democrat
Fox News Sunday,3/22/09,Richard,Shelby,m,Republican
State of the Union,3/22/09,Judd,Gregg,m,Republican
This Week,3/22/09,Kent,Conrad,m,Democrat
This Week,3/22/09,Susan,Collins,f,Republican
This Week,3/22/09,Mike,Pence,m,Republican
Face the Nation,3/29/09,Barack,Obama,m,Democrat
Meet the Press,3/29/09,John,McCain,m,Republican
State of the Union,3/29/09,John,Spratt,m,Democrat
State of the Union,3/29/09,Kent,Conrad,m,Democrat
State of the Union,3/29/09,Mitch,McConnell,m,Republican
State of the Union,4/5/09,Debbie,Stabenow,f,Democrat
State of the Union,4/5/09,Bob,Corker,m,Republican
Fox News Sunday,4/12/09,Evan,Bayh,m,Democrat
Fox News Sunday,4/19/09,Lindsey,Graham,m,Republican
Fox News Sunday,4/19/09,Claire,McCaskill,f,Democrat
Meet the Press,4/19/09,Harold,Ford,m,Democrat
Meet the Press,4/19/09,Harold,Ford,m,Democrat
Meet the Press,4/19/09,Richard,Armey,m,Republican
State of the Union,4/19/09,Amy,Klobuchar,f,Democrat
State of the Union,4/19/09,John,Ensign,m,Republican
This Week,4/19/09,Rahm,Emanuel,m,Democrat
This Week,4/19/09,John,Boehner,m,Republican
Face the Nation,4/26/09,John,McCain,m,Republican
Face the Nation,4/26/09,Patrick,Leahy,m,Democrat
Fox News Sunday,4/26/09,Christopher,Bond,m,Republican
State of the Union,4/26/09,Dianne,Feinstein,f,Democrat
State of the Union,4/26/09,Lindsey,Graham,m,Republican
State of the Union,4/26/09,Joseph,Lieberman,m,Independent
Fox News Sunday,5/3/09,Richard,Durbin,m,Democrat
Fox News Sunday,5/3/09,John,Ensign,m,Republican
Meet the Press,5/3/09,Joe,Scarborough,m,Republican
State of the Union,5/3/09,Eric,Cantor,m,Republican
State of the Union,5/3/09,Joe,Sestak,m,Democrat
State of the Union,5/3/09,Richard,Shelby,m,Republican
State of the Union,5/3/09,Patrick,Leahy,m,Democrat
This Week,5/3/09,Orrin,Hatch,m,Republican
This Week,5/3/09,Patrick,Leahy,m,Democrat
State of the Union,5/10/09,Bob,Corker,m,Republican
This Week,5/10/09,John,McCain,m,Republican
This Week,5/10/09,James,Jones,m,Democrat
Face the Nation,5/17/09,Peter,King,m,Republican
Fox News Sunday,5/17/09,Mitch,McConnell,m,Republican
State of the Union,5/17/09,John,Boehner,m,Republican
This Week,5/17/09,Jim,Webb,m,Democrat
This Week,5/17/09,Jon,Kyl,m,Republican
Fox News Sunday,5/24/09,Ben,Nelson,m,Democrat
Fox News Sunday,5/24/09,Jon,Kyl,m,Republican
Meet the Press,5/24/09,Richard,Durbin,m,Democrat
State of the Union,5/24/09,Barbara,Boxer,f,Democrat
State of the Union,5/24/09,Thomas,Ridge,m,Republican
State of the Union,5/24/09,Richard,Shelby,m,Republican
Face the Nation,5/31/09,Dianne,Feinstein,f,Democrat
Face the Nation,5/31/09,Jon,Kyl,m,Republican
Fox News Sunday,5/31/09,Lindsey,Graham,m,Republican
Meet the Press,5/31/09,Patrick,Leahy,m,Democrat
State of the Union,5/31/09,Mitch,McConnell,m,Republican
State of the Union,5/31/09,Amy,Klobuchar,f,Democrat
State of the Union,5/31/09,Kay,Hutchison,f,Republican
This Week,5/31/09,Charles,Schumer,m,Democrat
This Week,5/31/09,John,Cornyn,m,Republican
Fox News Sunday,6/7/09,Richard,Shelby,m,Republican
This Week,6/7/09,Hillary,Clinton,f,Democrat
Face the Nation,6/14/09,Richard,Durbin,m,Democrat
Face the Nation,6/14/09,Mitch,McConnell,m,Republican
Fox News Sunday,6/14/09,Charles,Grassley,m,Republican
Fox News Sunday,6/14/09,Christopher,Dodd,m,Democrat
Meet the Press,6/14/09,Joseph,Biden,m,Democrat
Meet the Press,6/14/09,Joe,Scarborough,m,Republican
State of the Union,6/14/09,Kent,Conrad,m,Democrat
State of the Union,6/14/09,Ben,Nelson,m,Democrat
State of the Union,6/14/09,Susan,Collins,f,Republican
State of the Union,6/14/09,Mike,Pence,m,Republican
Face the Nation,6/21/09,John,McCain,m,Republican
Fox News Sunday,6/21/09,Paul,Ryan,m,Republican
Fox News Sunday,6/21/09,Evan,Bayh,m,Democrat
Meet the Press,6/21/09,Fred,Thompson,m,Republican
State of the Union,6/21/09,Charles,Grassley,m,Republican
State of the Union,6/21/09,Dianne,Feinstein,f,Democrat
This Week,6/21/09,Lindsey,Graham,m,Republican
This Week,6/21/09,Christopher,Dodd,m,Democrat
Fox News Sunday,6/28/09,Mitch,McConnell,m,Republican
Meet the Press,6/28/09,Lindsey,Graham,m,Republican
This Week,6/28/09,Charles,Grassley,m,Republican
Face the Nation,7/5/09,Charles,Grassley,m,Republican
Face the Nation,7/5/09,Charles,Schumer,m,Democrat
Fox News Sunday,7/5/09,Steny,Hoyer,m,Democrat
Fox News Sunday,7/5/09,John,Boehner,m,Republican
This Week,7/5/09,Joseph,Biden,m,Democrat
Face the Nation,7/12/09,Patrick,Leahy,m,Democrat
Fox News Sunday,7/12/09,Eric,Cantor,m,Republican
Fox News Sunday,7/12/09,Dianne,Feinstein,f,Democrat
Fox News Sunday,7/12/09,John,Cornyn,m,Republican
Meet the Press,7/12/09,John,McCain,m,Republican
Meet the Press,7/12/09,Charles,Schumer,m,Democrat
State of the Union,7/12/09,Patrick,Murphy,m,Democrat
State of the Union,7/12/09,Patrick,Murphy,m,Democrat
State of the Union,7/12/09,Kent,Conrad,m,Democrat
State of the Union,7/12/09,Debbie,Stabenow,f,Democrat
State of the Union,7/12/09,Lamar,Alexander,m,Republican
State of the Union,7/12/09,Judd,Gregg,m,Republican
This Week,7/12/09,Richard,Durbin,m,Democrat
This Week,7/12/09,Jon,Kyl,m,Republican
Face the Nation,7/19/09,Orrin,Hatch,m,Republican
Fox News Sunday,7/19/09,Judd,Gregg,m,Republican
Meet the Press,7/19/09,Mitch,McConnell,m,Republican
State of the Union,7/19/09,Jesse,Jackson,m,Democrat
State of the Union,7/19/09,Patrick,Leahy,m,Democrat
Face the Nation,7/26/09,Jim,Cooper,m,Democrat
Fox News Sunday,7/26/09,Jon,Kyl,m,Republican
Meet the Press,7/26/09,Hillary,Clinton,f,Democrat
State of the Union,7/26/09,Mitch,McConnell,m,Republican
State of the Union,7/26/09,Nancy,Pelosi,f,Democrat
This Week,7/26/09,Kent,Conrad,m,Democrat
This Week,7/26/09,Jim,DeMint,m,Republican
Fox News Sunday,8/2/09,Jim,DeMint,m,Republican
Fox News Sunday,8/2/09,Mike,Pence,m,Republican
Meet the Press,8/2/09,Harold,Ford,m,Democrat
Meet the Press,8/2/09,Harold,Ford,m,Democrat
State of the Union,8/2/09,John,McCain,m,Republican
Face the Nation,8/9/09,Lindsey,Graham,m,Republican
Face the Nation,8/9/09,James,Jones,m,Democrat
Fox News Sunday,8/9/09,Mitch,McConnell,m,Republican
Fox News Sunday,8/9/09,James,Jones,m,Democrat
Meet the Press,8/9/09,Cory,Booker,m,Democrat
Meet the Press,8/9/09,James,Jones,m,Democrat
State of the Union,8/9/09,Richard,Durbin,m,Democrat
State of the Union,8/9/09,John,Cornyn,m,Republican
Fox News Sunday,8/16/09,Kent,Conrad,m,Democrat
Fox News Sunday,8/16/09,Richard,Shelby,m,Republican
Meet the Press,8/16/09,Richard,Armey,m,Republican
State of the Union,8/16/09,Mike,Ross,m,Democrat
State of the Union,8/16/09,Eddie,Johnson,f,Democrat
State of the Union,8/16/09,Tom,Price,m,Republican
State of the Union,8/16/09,John,Barrasso,m,Republican
This Week,8/16/09,Orrin,Hatch,m,Republican
Face the Nation,8/23/09,Kent,Conrad,m,Democrat
Face the Nation,8/23/09,Charles,Grassley,m,Republican
Fox News Sunday,8/23/09,Paul,Ryan,m,Republican
Fox News Sunday,8/23/09,Tammy,Duckworth,f,Democrat
Meet the Press,8/23/09,Charles,Schumer,m,Democrat
Meet the Press,8/23/09,Joe,Scarborough,m,Republican
Meet the Press,8/23/09,Orrin,Hatch,m,Republican
State of the Union,8/23/09,Benjamin,Cardin,m,Democrat
State of the Union,8/23/09,Joseph,Lieberman,m,Independent
This Week,8/23/09,John,McCain,m,Republican
Face the Nation,8/30/09,John,McCain,m,Republican
Face the Nation,8/30/09,Barney,Frank,m,Democrat
Face the Nation,8/30/09,Dianne,Feinstein,f,Democrat
Face the Nation,8/30/09,Orrin,Hatch,m,Republican
Meet the Press,8/30/09,Christopher,Dodd,m,Democrat
Meet the Press,8/30/09,John,Kerry,m,Democrat
State of the Union,8/30/09,Mary,Landrieu,f,Democrat
State of the Union,8/30/09,Christopher,Dodd,m,Democrat
State of the Union,8/30/09,Orrin,Hatch,m,Republican
State of the Union,8/30/09,Maria,Cantwell,f,Democrat
This Week,8/30/09,Orrin,Hatch,m,Republican
This Week,8/30/09,John,Kerry,m,Democrat
Fox News Sunday,9/6/09,Lamar,Alexander,m,Republican
Meet the Press,9/6/09,Harold,Ford,m,Democrat
Meet the Press,9/6/09,Harold,Ford,m,Democrat
State of the Union,9/6/09,Amy,Klobuchar,f,Democrat
State of the Union,9/6/09,Ben,Nelson,m,Democrat
State of the Union,9/6/09,Keith,Ellison,m,Democrat
This Week,9/6/09,Maxine,Waters,f,Democrat
This Week,9/6/09,Mike,Pence,m,Republican
Face the Nation,9/13/09,Olympia,Snowe,f,Republican
Fox News Sunday,9/13/09,Kent,Conrad,m,Democrat
Fox News Sunday,9/13/09,Lindsey,Graham,m,Republican
Fox News Sunday,9/13/09,Joe,Wilson,m,Republican
Fox News Sunday,9/13/09,Orrin,Hatch,m,Republican
Fox News Sunday,9/13/09,Claire,McCaskill,f,Democrat
Meet the Press,9/13/09,Richard,Durbin,m,Democrat
Meet the Press,9/13/09,John,Cornyn,m,Republican
State of the Union,9/13/09,Eric,Cantor,m,Republican
State of the Union,9/13/09,Dianne,Feinstein,f,Democrat
State of the Union,9/13/09,Susan,Collins,f,Republican
State of the Union,9/13/09,Jeanne,Shaheen,f,Democrat
This Week,9/13/09,Mary,Landrieu,f,Democrat
This Week,9/13/09,John,Rockefeller,m,Democrat
Face the Nation,9/20/09,Barack,Obama,m,Democrat
Fox News Sunday,9/20/09,Darrell,Issa,m,Republican
Meet the Press,9/20/09,Barack,Obama,m,Democrat
Meet the Press,9/20/09,Lindsey,Graham,m,Republican
Meet the Press,9/20/09,John,Boehner,m,Republican
State of the Union,9/20/09,Mitch,McConnell,m,Republican
State of the Union,9/20/09,Barack,Obama,m,Democrat
This Week,9/20/09,Barack,Obama,m,Democrat
Face the Nation,9/27/09,Hillary,Clinton,f,Democrat
Face the Nation,9/27/09,Lindsey,Graham,m,Republican
Fox News Sunday,9/27/09,Christopher,Bond,m,Republican
Meet the Press,9/27/09,Jim,Webb,m,Democrat
Meet the Press,9/27/09,Jon,Kyl,m,Republican
State of the Union,9/27/09,Evan,Bayh,m,Democrat
State of the Union,9/27/09,Bob,Corker,m,Republican
This Week,9/27/09,John,McCain,m,Republican
Face the Nation,10/4/09,James,Jones,m,Democrat
Fox News Sunday,10/4/09,Saxby,Chambliss,m,Republican
Fox News Sunday,10/4/09,Evan,Bayh,m,Democrat
Fox News Sunday,10/4/09,Dianne,Feinstein,f,Democrat
Fox News Sunday,10/4/09,Lindsey,Graham,m,Republican
State of the Union,10/4/09,Barbara,Boxer,f,Democrat
State of the Union,10/4/09,James,Jones,m,Democrat
Face the Nation,10/11/09,Mitch,McConnell,m,Republican
Meet the Press,10/11/09,Lindsey,Graham,m,Republican
State of the Union,10/11/09,John,McCain,m,Republican
State of the Union,10/11/09,Debbie,Stabenow,f,Democrat
This Week,10/11/09,Saxby,Chambliss,m,Republican
This Week,10/11/09,Dianne,Feinstein,f,Democrat
Face the Nation,10/18/09,Rahm,Emanuel,m,Democrat
Face the Nation,10/18/09,John,Cornyn,m,Republican
Face the Nation,10/18/09,John,Kerry,m,Democrat
Fox News Sunday,10/18/09,Kent,Conrad,m,Democrat
Fox News Sunday,10/18/09,John,Thune,m,Republican
Meet the Press,10/18/09,Christopher,Dodd,m,Democrat
Meet the Press,10/18/09,Jon,Kyl,m,Republican
State of the Union,10/18/09,Rahm,Emanuel,m,Democrat
State of the Union,10/18/09,Judd,Gregg,m,Republican
State of the Union,10/18/09,John,Kerry,m,Democrat
Face the Nation,10/25/09,John,McCain,m,Republican
Fox News Sunday,10/25/09,Jon,Kyl,m,Republican
Meet the Press,10/25/09,Charles,Schumer,m,Democrat
Meet the Press,10/25/09,Joe,Scarborough,m,Republican
Meet the Press,10/25/09,John,Cornyn,m,Republican
State of the Union,10/25/09,Jim,Webb,m,Democrat
State of the Union,10/25/09,Sherrod,Brown,m,Democrat
State of the Union,10/25/09,Ben,Nelson,m,Democrat
State of the Union,10/25/09,Orrin,Hatch,m,Republican
This Week,10/25/09,Mitch,McConnell,m,Republican
This Week,10/25/09,Claire,McCaskill,f,Democrat
Face the Nation,11/1/09,Joseph,Lieberman,m,Independent
State of the Union,11/1/09,John,Boehner,m,Republican
State of the Union,11/4/09,Jon,Kyl,m,Republican
Face the Nation,11/8/09,Lindsey,Graham,m,Republican
Fox News Sunday,11/8/09,Mike,Pence,m,Republican
Fox News Sunday,11/8/09,Joseph,Lieberman,m,Independent
Face the Nation,11/15/09,Patrick,Leahy,m,Democrat
Fox News Sunday,11/15/09,Mitch,McConnell,m,Republican
Meet the Press,11/15/09,Hillary,Clinton,f,Democrat
This Week,11/15/09,Hillary,Clinton,f,Democrat
Face the Nation,11/22/09,Charles,Schumer,m,Democrat
Face the Nation,11/22/09,Jon,Kyl,m,Republican
Fox News Sunday,11/22/09,Debbie,Stabenow,f,Democrat
Fox News Sunday,11/22/09,Lamar,Alexander,m,Republican
Fox News Sunday,11/22/09,Christopher,Bond,m,Republican
Meet the Press,11/22/09,Richard,Durbin,m,Democrat
Meet the Press,11/22/09,Dianne,Feinstein,f,Democrat
Meet the Press,11/22/09,Joseph,Lieberman,m,Independent
Meet the Press,11/22/09,Kay,Hutchison,f,Republican
State of the Union,11/22/09,Mitch,McConnell,m,Republican
State of the Union,11/22/09,Michael,Bennet,m,Democrat
State of the Union,11/22/09,Sherrod,Brown,m,Democrat
State of the Union,11/22/09,Jeanne,Shaheen,f,Democrat
This Week,11/22/09,Marsha,Blackburn,f,Republican
This Week,11/22/09,Ben,Nelson,m,Democrat
Face the Nation,11/29/09,Richard,Armey,m,Republican
Fox News Sunday,11/29/09,Evan,Bayh,m,Democrat
Fox News Sunday,11/29/09,Jon,Kyl,m,Republican
State of the Union,11/29/09,David,Obey,m,Democrat
This Week,11/29/09,Lindsey,Graham,m,Republican
This Week,11/29/09,Bernard,Sanders,m,Independent
Face the Nation,12/6/09,Hillary,Clinton,f,Democrat
Fox News Sunday,12/6/09,Richard,Durbin,m,Democrat
Fox News Sunday,12/6/09,John,Cornyn,m,Republican
Meet the Press,12/6/09,John,McCain,m,Republican
Meet the Press,12/6/09,Hillary,Clinton,f,Democrat
State of the Union,12/6/09,Dianne,Feinstein,f,Democrat
State of the Union,12/6/09,Jon,Kyl,m,Republican
State of the Union,12/6/09,James,Jones,m,Democrat
This Week,12/6/09,Hillary,Clinton,f,Democrat
Face the Nation,12/13/09,Mitch,McConnell,m,Republican
Face the Nation,12/13/09,Ben,Nelson,m,Democrat
Face the Nation,12/13/09,Joseph,Lieberman,m,Independent
Face the Nation,12/13/09,John,Rockefeller,m,Democrat
Fox News Sunday,12/13/09,Edward,Markey,m,Democrat
Fox News Sunday,12/13/09,Judd,Gregg,m,Republican
Fox News Sunday,12/13/09,Claire,McCaskill,f,Democrat
State of the Union,12/13/09,John,Thune,m,Republican
State of the Union,12/13/09,Mark,Warner,m,Democrat
This Week,12/13/09,Eric,Cantor,m,Republican
Face the Nation,12/20/09,Mary,Landrieu,f,Democrat
Face the Nation,12/20/09,Lamar,Alexander,m,Republican
Face the Nation,12/20/09,Sherrod,Brown,m,Democrat
Face the Nation,12/20/09,Olympia,Snowe,f,Republican
Fox News Sunday,12/20/09,Kent,Conrad,m,Democrat
Fox News Sunday,12/20/09,John,McCain,m,Republican
Fox News Sunday,12/20/09,Amy,Klobuchar,f,Democrat
Meet the Press,12/20/09,Joe,Scarborough,m,Republican
State of the Union,12/20/09,Ben,Nelson,m,Democrat
State of the Union,12/20/09,Lindsey,Graham,m,Republican
This Week,12/20/09,Richard,Durbin,m,Democrat
This Week,12/20/09,Jon,Kyl,m,Republican
Face the Nation,12/27/09,Peter,King,m,Republican
Face the Nation,12/27/09,James,Clyburn,m,Democrat
Fox News Sunday,12/27/09,Jim,DeMint,m,Republican
Fox News Sunday,12/27/09,Joseph,Lieberman,m,Independent
Fox News Sunday,12/27/09,Richard,Shelby,m,Republican
This Week,12/27/09,Mitch,McConnell,m,Republican
Face the Nation,1/3/10,David,Martin,m,Republican
State of the Union,1/3/10,Jim,DeMint,m,Republican
State of the Union,1/3/10,Claire,McCaskill,f,Democrat
This Week,1/3/10,Susan,Collins,f,Republican
This Week,1/3/10,Jane,Harman,f,Democrat
This Week,1/3/10,Joseph,Lieberman,m,Independent
Face the Nation,1/10/10,Dianne,Feinstein,f,Democrat
Fox News Sunday,1/10/10,Jon,Kyl,m,Republican
State of the Union,1/10/10,John,McCain,m,Republican
State of the Union,1/10/10,Joseph,Lieberman,m,Independent
Fox News Sunday,1/17/10,Mitch,McConnell,m,Republican
State of the Union,1/17/10,Eleanor,Norton,f,Democrat
Face the Nation,1/24/10,John,McCain,m,Republican
Face the Nation,1/24/10,Richard,Durbin,m,Democrat
Fox News Sunday,1/24/10,John,Cornyn,m,Republican
Meet the Press,1/24/10,Mitch,McConnell,m,Republican
State of the Union,1/24/10,Richard,Shelby,m,Republican
State of the Union,1/24/10,Orrin,Hatch,m,Republican
This Week,1/24/10,Jim,DeMint,m,Republican
Fox News Sunday,1/31/10,Paul,Ryan,m,Republican
Fox News Sunday,1/31/10,Lamar,Alexander,m,Republican
Fox News Sunday,1/31/10,Evan,Bayh,m,Democrat
Meet the Press,1/31/10,John,Boehner,m,Republican
State of the Union,1/31/10,Mitch,McConnell,m,Republican
This Week,1/31/10,Scott,Brown,m,Republican
State of the Union,2/7/10,Hillary,Clinton,f,Democrat
Face the Nation,2/14/10,Joseph,Biden,m,Democrat
Fox News Sunday,2/14/10,James,Jones,m,Democrat
Meet the Press,2/14/10,Aaron,Schock,m,Republican
Meet the Press,2/14/10,Joseph,Biden,m,Democrat
Meet the Press,2/14/10,Harold,Ford,m,Democrat
Meet the Press,2/14/10,Harold,Ford,m,Democrat
State of the Union,2/14/10,Jon,Kyl,m,Republican
State of the Union,2/14/10,James,Jones,m,Democrat
Fox News Sunday,2/21/10,Mitch,McConnell,m,Republican
Meet the Press,2/21/10,Mike,Pence,m,Republican
State of the Union,2/21/10,Evan,Bayh,m,Democrat
Face the Nation,2/28/10,Marsha,Blackburn,f,Republican
Face the Nation,2/28/10,Kent,Conrad,m,Democrat
Face the Nation,2/28/10,Steny,Hoyer,m,Democrat
Fox News Sunday,2/28/10,Paul,Ryan,m,Republican
Fox News Sunday,2/28/10,Jon,Kyl,m,Republican
Meet the Press,2/28/10,John,McCain,m,Republican
Meet the Press,2/28/10,Eric,Cantor,m,Republican
State of the Union,2/28/10,Mitch,McConnell,m,Republican
State of the Union,2/28/10,Nancy,Pelosi,f,Democrat
This Week,2/28/10,Lamar,Alexander,m,Republican
This Week,2/28/10,Nancy,Pelosi,f,Democrat
Face the Nation,3/7/10,Lindsey,Graham,m,Republican
Face the Nation,3/7/10,Evan,Bayh,m,Democrat
Fox News Sunday,3/7/10,Jason,Altmire,m,Democrat
Fox News Sunday,3/7/10,John,Adler,m,Democrat
Meet the Press,3/7/10,Orrin,Hatch,m,Republican
Meet the Press,3/7/10,Harold,Ford,m,Democrat
Meet the Press,3/7/10,Harold,Ford,m,Democrat
State of the Union,3/7/10,Thomas,DeLay,m,Republican
State of the Union,3/7/10,Brian,Baird,m,Democrat
This Week,3/7/10,Mitch,McConnell,m,Republican
Face the Nation,3/14/10,Lamar,Alexander,m,Republican
Fox News Sunday,3/14/10,Eric,Cantor,m,Republican
Meet the Press,3/14/10,James,Clyburn,m,Democrat
Meet the Press,3/14/10,Richard,Durbin,m,Democrat
State of the Union,3/14/10,John,Boehner,m,Republican
This Week,3/14/10,Lindsey,Graham,m,Republican
Face the Nation,3/21/10,Mitch,McConnell,m,Republican
Face the Nation,3/21/10,James,Clyburn,m,Democrat
Face the Nation,3/21/10,Richard,Durbin,m,Democrat
Meet the Press,3/21/10,Steny,Hoyer,m,Democrat
Meet the Press,3/21/10,John,Boehner,m,Republican
State of the Union,3/21/10,Dianne,Feinstein,f,Democrat
State of the Union,3/21/10,John,Larson,m,Democrat
State of the Union,3/21/10,Mike,Pence,m,Republican
State of the Union,3/21/10,Orrin,Hatch,m,Republican
This Week,3/21/10,Trent,Lott,m,Republican
This Week,3/21/10,Eric,Cantor,m,Republican
This Week,3/21/10,John,Larson,m,Democrat
Face the Nation,3/28/10,Jim,DeMint,m,Republican
Face the Nation,3/28/10,Michele,Bachmann,f,Republican
Fox News Sunday,3/28/10,Paul,Ryan,m,Republican
Fox News Sunday,3/28/10,John,Cornyn,m,Republican
Meet the Press,3/28/10,Charles,Schumer,m,Democrat
Meet the Press,3/28/10,Lindsey,Graham,m,Republican
State of the Union,3/28/10,Lamar,Alexander,m,Republican
State of the Union,3/28/10,Barbara,Mikulski,f,Democrat
Fox News Sunday,4/4/10,Kevin,McCarthy,m,Republican
Fox News Sunday,4/4/10,Jon,Kyl,m,Republican
Meet the Press,4/4/10,Jane,Harman,f,Democrat
Meet the Press,4/4/10,Joseph,Lieberman,m,Independent
Face the Nation,4/11/10,Hillary,Clinton,f,Democrat
Fox News Sunday,4/11/10,Lamar,Alexander,m,Republican
Fox News Sunday,4/11/10,Michele,Bachmann,f,Republican
Fox News Sunday,4/11/10,Joseph,Lieberman,m,Independent
Meet the Press,4/11/10,Hillary,Clinton,f,Democrat
Meet the Press,4/11/10,Patrick,Leahy,m,Democrat
Meet the Press,4/11/10,Harold,Ford,m,Democrat
Meet the Press,4/11/10,Harold,Ford,m,Democrat
This Week,4/11/10,Hillary,Clinton,f,Democrat
This Week,4/11/10,Charles,Schumer,m,Democrat
This Week,4/11/10,Jon,Kyl,m,Republican
Face the Nation,4/18/10,Scott,Brown,m,Republican
Fox News Sunday,4/18/10,John,McCain,m,Republican
Meet the Press,4/18/10,Marsha,Blackburn,f,Republican
State of the Union,4/18/10,Mitch,McConnell,m,Republican
State of the Union,4/18/10,Mark,Warner,m,Democrat
Fox News Sunday,4/25/10,Mitch,McConnell,m,Republican
Meet the Press,4/25/10,Christopher,Dodd,m,Democrat
Meet the Press,4/25/10,Richard,Shelby,m,Republican
State of the Union,4/25/10,Saxby,Chambliss,m,Republican
This Week,4/25/10,Sherrod,Brown,m,Democrat
This Week,4/25/10,Bob,Corker,m,Republican
Face the Nation,5/2/10,Mary,Landrieu,f,Democrat
Face the Nation,5/2/10,Bill,Nelson,m,Democrat
Fox News Sunday,5/2/10,Ken,Salazar,m,Democrat
Fox News Sunday,5/2/10,Marco,Rubio,m,Republican
Meet the Press,5/2/10,Ken,Salazar,m,Democrat
Meet the Press,5/2/10,Hillary,Clinton,f,Democrat
Meet the Press,5/2/10,Lamar,Alexander,m,Republican
Meet the Press,5/2/10,Charlie,Crist,m,Democrat
Meet the Press,5/2/10,Mike,Pence,m,Republican
State of the Union,5/2/10,Ken,Salazar,m,Democrat
State of the Union,5/2/10,Charlie,Crist,m,Democrat
State of the Union,5/2/10,Marco,Rubio,m,Republican
